id,label,Field_80
0,1,
1,0,
2,0,6.466666666666668
3,0,6.466666666666668
4,1,6.466666666666668
5,0,-40.0
6,0,-26.16666666666667
7,1,
8,0,-7.9
9,0,
10,1,-58.0
11,1,7.666666666666668
12,1,10.5
13,0,-12.714285714285715
14,0,-4.771428571428571
15,0,-4.771428571428571
16,0,
17,1,7.0
18,0,-19.0
19,0,9.0
20,0,1.0
21,0,2.0
22,1,
23,0,0.0
24,0,13.333333333333336
25,0,
26,0,21.66666666666667
27,0,-4.771428571428571
28,0,-10.5
29,0,
30,0,
31,0,0.0
32,0,4.666666666666667
33,1,4.666666666666667
34,0,
35,0,9.25
36,0,9.666666666666666
37,0,18.0
38,1,-37.66666666666666
39,1,
40,1,12.8
41,0,10.0
42,0,3.7692307692307687
43,1,-18.0
44,0,3.7692307692307687
45,0,8.857142857142858
46,1,67.0
47,1,
48,0,-38.333333333333336
49,0,
50,1,
51,0,
52,0,49.0
53,1,29.0
54,1,0.0
55,1,
56,0,9.0
57,0,
58,1,-8.5
59,0,
60,0,
61,0,-11.538461538461537
62,0,-11.538461538461537
63,0,-11.538461538461537
64,0,-11.538461538461537
65,0,-11.538461538461537
66,0,8.0
67,0,
68,0,6.5
69,0,-12.25
70,0,57.0
71,1,
72,1,
73,0,-11.538461538461537
74,1,3.0
75,1,11.0
76,0,
77,0,1.0
78,0,6.0
79,0,6.0
80,1,27.33333333333333
81,0,
82,1,
83,1,-4.0
84,0,-1.7142857142857142
85,0,-1.7142857142857142
86,0,6.0
87,0,2.5
88,1,
89,0,-11.538461538461537
90,0,
91,0,
92,0,0.0
93,1,-4.333333333333333
94,0,
95,1,
96,0,12.0
97,0,12.0
98,0,1.0
99,0,3.625
100,0,1.0
101,0,34.0
102,0,
103,0,-11.714285714285715
104,0,14.0
105,0,24.0
106,1,25.0
107,0,
108,1,
109,0,-151.0
110,1,
111,1,-11.0
112,0,-21.0
113,0,
114,0,
115,0,
116,0,
117,0,-63.5
118,0,-18.5
119,0,2.0
120,0,28.0
121,0,-19.8
122,0,31.0
123,0,
124,0,
125,0,2.0
126,1,2.0
127,0,-12.2
128,0,-3.5882352941176467
129,0,-3.5882352941176467
130,1,30.5
131,0,
132,1,0.5
133,0,
134,0,0.0
135,1,-1.5
136,0,
137,1,
138,0,
139,0,
140,0,
141,0,-4.333333333333333
142,0,-4.333333333333333
143,0,-4.333333333333333
144,0,0.0
145,1,40.0
146,0,19.5
147,1,-14.2
148,0,
149,1,
150,0,0.0
151,0,
152,1,
153,1,-12.5
154,1,
155,1,
156,0,
157,0,6.5
158,0,13.333333333333336
159,0,
160,0,11.666666666666664
161,0,-3.5
162,1,-1.5
163,0,3.75
164,0,0.0
165,0,
166,1,
167,1,16.666666666666668
168,0,
169,1,0.0
170,0,-31.0
171,0,-10.0
172,1,
173,0,6.0
174,0,
175,0,
176,0,25.0
177,0,
178,0,2.333333333333333
179,0,
180,0,5.0
181,0,8.25
182,0,8.25
183,0,-9.333333333333334
184,0,1.0
185,0,-3.1333333333333333
186,1,1.6666666666666667
187,0,-3.75
188,0,-4.214285714285714
189,0,-4.214285714285714
190,0,
191,1,13.666666666666664
192,0,52.0
193,0,8.25
194,0,0.2
195,0,0.0
196,0,
197,1,-14.0
198,0,-15.8
199,0,11.666666666666664
200,0,48.0
201,0,6.5
202,1,14.0
203,0,
204,1,2.0
205,0,
206,0,0.0
207,0,
208,0,6.0
209,0,20.0
210,1,2.0
211,0,6.6923076923076925
212,0,
213,1,
214,0,-17.0
215,0,-36.0
216,0,-105.5
217,0,-48.5
218,1,1.0
219,1,9.0
220,1,2.6666666666666665
221,1,12.333333333333336
222,1,
223,1,20.0
224,0,
225,1,17.0
226,1,8.0
227,0,8.0
228,1,0.3333333333333333
229,1,
230,0,
231,1,
232,0,1.0
233,0,29.33333333333333
234,0,29.33333333333333
235,0,
236,0,1.0
237,0,-23.33333333333333
238,0,-10.0
239,1,-11.2
240,0,7.1
241,0,7.1
242,0,
243,1,44.0
244,0,-17.0
245,0,46.0
246,1,
247,0,
248,0,-17.75
249,0,3.75
250,1,0.3333333333333333
251,0,-35.0
252,0,-5.0
253,0,-5.0
254,0,
255,0,-5.0
256,0,8.75
257,0,-175.0
258,1,
259,0,
260,0,-69.66666666666667
261,1,5.6
262,0,
263,0,
264,0,36.0
265,0,
266,0,
267,1,26.25
268,1,
269,1,
270,0,
271,0,
272,0,
273,0,3.25
274,0,14.5
275,0,27.0
276,0,4.5
277,0,36.0
278,1,
279,0,
280,1,16.5
281,0,5.833333333333332
282,0,25.0
283,0,25.0
284,0,
285,0,6.0
286,0,
287,0,
288,0,
289,0,4.333333333333333
290,0,-11.333333333333336
291,0,12.0
292,1,39.5
293,1,3.75
294,1,
295,0,7.222222222222222
296,0,7.222222222222222
297,0,7.222222222222222
298,1,11.0
299,1,2.75
300,0,13.333333333333336
301,1,-13.5
302,0,
303,0,-58.0
304,0,45.0
305,0,
306,1,
307,1,1.75
308,0,
309,1,
310,0,10.0
311,0,15.0
312,0,4.333333333333333
313,1,18.0
314,1,-37.25
315,0,22.0
316,0,7.75
317,0,
318,1,0.0
319,1,6.0
320,0,
321,1,-2.6666666666666665
322,0,
323,1,-68.0
324,0,21.0
325,1,1.3333333333333333
326,0,
327,0,-1.5
328,1,35.25
329,0,-9.4
330,0,0.0
331,1,
332,1,
333,1,
334,1,-24.0
335,0,
336,1,
337,0,12.5
338,0,-37.0
339,0,-8.5
340,1,
341,0,
342,1,1.7142857142857142
343,1,
344,1,
345,0,-55.0
346,0,26.66666666666667
347,0,38.0
348,0,-27.0
349,0,6.0
350,0,
351,1,
352,0,-38.0
353,1,
354,1,-6.25
355,1,-8.666666666666666
356,0,
357,0,-16.0
358,0,0.0
359,0,6.8
360,0,-52.0
361,1,
362,1,11.0
363,0,22.0
364,0,-15.0
365,0,-15.0
366,0,
367,0,15.0
368,1,
369,0,16.25
370,0,5.0
371,0,2.0
372,0,0.0
373,1,4.714285714285714
374,0,1.0
375,1,
376,0,
377,0,4.25
378,0,0.0
379,1,0.75
380,0,-35.25
381,1,6.5
382,0,
383,0,-9.666666666666666
384,0,
385,1,4.5
386,0,
387,0,
388,0,7.8
389,0,
390,1,0.0
391,1,2.0
392,0,7.1
393,0,66.0
394,1,19.0
395,1,10.8
396,0,-32.333333333333336
397,0,9.0
398,0,-32.0
399,0,-3.4736842105263164
400,0,-3.4736842105263164
401,0,-3.4736842105263164
402,0,-3.4736842105263164
403,0,-3.4736842105263164
404,0,
405,0,1.0
406,0,
407,0,
408,0,
409,0,-1.8
410,0,
411,1,3.0
412,1,6.2
413,0,0.0
414,0,
415,0,2.75
416,0,
417,0,
418,0,0.0
419,0,0.3333333333333333
420,0,1.8333333333333333
421,1,
422,1,
423,0,1.75
424,0,3.9166666666666665
425,1,3.9166666666666665
426,1,
427,1,
428,1,
429,0,-11.0
430,1,-118.0
431,1,
432,1,2.0
433,0,20.0
434,0,22.0
435,1,4.5
436,1,
437,0,5.583333333333332
438,0,
439,0,-32.0
440,1,
441,1,
442,0,5.5
443,0,5.5
444,1,4.0
445,1,
446,1,
447,1,24.0
448,0,
449,1,
450,1,9.0
451,0,19.5
452,1,8.666666666666666
453,1,22.0
454,0,
455,1,44.0
456,0,18.33333333333333
457,0,0.3333333333333333
458,0,30.0
459,1,24.8
460,0,0.0
461,0,11.0
462,0,1.0
463,0,-78.0
464,1,28.0
465,0,
466,0,23.75
467,0,
468,1,-25.0
469,0,-36.66666666666666
470,0,-27.5
471,0,57.0
472,0,-115.0
473,0,-25.5
474,0,-26.6
475,0,
476,0,
477,1,
478,1,-33.333333333333336
479,0,7.1
480,0,10.666666666666666
481,0,-3.333333333333333
482,0,
483,0,5.571428571428571
484,0,5.571428571428571
485,1,-6.0
486,1,
487,0,
488,0,11.5
489,0,6.230769230769232
490,0,6.230769230769232
491,1,
492,0,
493,0,
494,0,-1.6666666666666667
495,0,8.0
496,0,
497,0,
498,1,14.0
499,1,0.0
500,0,
501,0,-17.5
502,1,10.0
503,0,
504,0,5.0
505,1,18.0
506,1,-102.0
507,0,7.666666666666668
508,1,35.0
509,0,
510,0,0.0
511,1,28.0
512,0,74.0
513,1,14.428571428571427
514,1,6.0
515,0,
516,0,-44.0
517,0,63.0
518,1,8.0
519,1,10.0
520,1,10.0
521,0,
522,1,
523,1,-36.25
524,1,-36.25
525,1,-22.0
526,1,-47.0
527,1,-22.66666666666667
528,1,-22.66666666666667
529,0,0.0
530,0,
531,1,-30.857142857142854
532,0,0.5
533,0,
534,1,18.0
535,1,
536,1,
537,1,20.0
538,0,-22.33333333333333
539,0,
540,0,30.75
541,0,0.0
542,1,
543,0,-1.1724137931034482
544,0,-4.166666666666667
545,0,
546,0,25.5
547,0,-1.5
548,0,-59.0
549,0,21.33333333333333
550,0,-15.666666666666664
551,0,21.0
552,1,-26.33333333333333
553,0,
554,0,15.0
555,0,-1.1724137931034482
556,0,14.0
557,0,2.0
558,1,0.5
559,1,-36.5
560,1,
561,0,-21.0
562,1,
563,0,
564,1,-46.0
565,0,-20.0
566,0,14.8
567,0,5.5
568,0,-26.0
569,0,0.0
570,1,3.333333333333333
571,0,-1.1724137931034482
572,1,-19.5
573,0,4.0
574,0,15.0
575,0,
576,1,1.0
577,0,
578,0,-2.5
579,0,52.5
580,0,-19.75
581,0,-6.230769230769232
582,1,-50.0
583,0,
584,0,55.0
585,0,-1.1724137931034482
586,1,
587,0,-18.25
588,0,
589,0,-16.2
590,0,9.0
591,1,
592,1,28.5
593,1,46.0
594,0,
595,0,
596,0,
597,0,22.0
598,0,
599,0,1.0
600,1,0.0
601,1,-17.75
602,0,1.0
603,0,
604,1,9.0
605,0,28.0
606,0,
607,1,
608,0,7.571428571428571
609,1,-39.66666666666666
610,0,11.714285714285715
611,0,
612,1,
613,0,-31.0
614,0,1.0
615,1,16.0
616,1,32.0
617,0,2.5
618,1,-36.5
619,0,-196.0
620,1,
621,1,2.0
622,0,
623,1,
624,0,
625,1,
626,0,10.0
627,0,43.0
628,0,
629,0,-96.5
630,1,1.0
631,0,-32.333333333333336
632,0,
633,0,-16.0
634,0,
635,0,1.0
636,0,-12.5
637,0,24.0
638,1,14.666666666666664
639,1,
