id,label,Field_45
0,1,TF4354F
1,0,
2,0,TB0648B
3,0,
4,1,
5,0,
6,0,TD0512D
7,1,BI0029Q
8,0,BD0112L
9,0,
10,1,
11,1,TZ0053Z
12,1,TZ0053Z
13,0,BO0001Z
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,TA0291A
30,0,BI0001A
31,0,TP0155P
32,0,TA8330A
33,1,
34,0,
35,0,TA0689A
36,0,
37,0,
38,1,TG0034G
39,1,
40,1,YN0004G
41,0,
42,0,
43,1,TA0291A
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,BI0018F
50,1,TF0015F
51,0,YN0005F
52,0,YN0023E
53,1,BI0013F
54,1,
55,1,BI0023A
56,0,BI0011A
57,0,
58,1,BI0009P
59,0,BI0024A
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,TY1021Y
68,0,BA0001Z
69,0,TA0390A
70,0,TW0026Z
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,TA1117A
77,0,BI0005A
78,0,BI0909I
79,0,BI0909I
80,1,T780867
81,0,BI0006Y
82,1,TN6858N
83,1,HC0033C
84,0,HC0033C
85,0,
86,0,
87,0,BI0010A
88,1,BI0019H
89,0,
90,0,TY7434Y
91,0,
92,0,BI0007C
93,1,BI0005A
94,0,TW0054Z
95,1,BI0016I
96,0,
97,0,
98,0,BI0001A
99,0,BI0001A
100,0,BI0001A
101,0,HG0109G
102,0,HK0040K
103,0,TV0053V
104,0,QZ0001Z
105,0,
106,1,AR0005D
107,0,BI0008A
108,1,
109,0,TC1327C
110,1,
111,1,
112,0,BI0013A
113,0,YN0243Z
114,0,
115,0,
116,0,TI1428I
117,0,TW0016Z
118,0,TD1118D
119,0,YN0004E
120,0,TJ5484J
121,0,YN0021Z
122,0,TX2746X
123,0,BI0003F
124,0,
125,0,
126,1,
127,0,YN0024E
128,0,YN0024E
129,0,
130,1,BI0008Q
131,0,TA0255A
132,1,
133,0,YN0021Z
134,0,BI0007A
135,1,YN0004L
136,0,TM4730M
137,1,AR0008M
138,0,
139,0,BO0024Z
140,0,TL5761L
141,0,BI0001M
142,0,
143,0,
144,0,BI0012M
145,1,
146,0,HR0066R
147,1,AR0018L
148,0,
149,1,
150,0,BB0006M
151,0,TE4001E
152,1,
153,1,
154,1,YN0098K
155,1,
156,0,YN0081Z
157,0,
158,0,
159,0,YN0053Z
160,0,YN0053Z
161,0,YN0025A
162,1,
163,0,TZ0100Z
164,0,TZ0036Z
165,0,
166,1,YN0114S
