id,label,Field_40
0,1,2019-01-01
1,0,
2,0,2019-01-01
3,0,
4,1,
5,0,
6,0,2019-09-01
7,1,
8,0,
9,0,
10,1,
11,1,2019-01-01
12,1,2019-01-01
13,0,2019-02-21
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,2020-01-01
30,0,
31,0,2019-04-01
32,0,2019-03-01
33,1,
34,0,
35,0,2018-09-01
36,0,
37,0,
38,1,2018-01-01
39,1,
40,1,2019-06-01
41,0,
42,0,
43,1,2020-01-01
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,2019-04-07
50,1,
51,0,2019-02-01
52,0,2019-08-01
53,1,
54,1,
55,1,2019-12-07
56,0,2019-10-12
57,0,
58,1,2019-05-18
59,0,
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,2020-01-01
68,0,
69,0,2019-01-01
70,0,2019-08-01
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,2019-06-01
77,0,
78,0,2019-08-04
79,0,2019-08-04
80,1,2019-03-01
81,0,
82,1,2020-01-01
83,1,2017-01-01
84,0,2017-01-01
85,0,
86,0,
87,0,2019-03-06
88,1,2019-06-14
89,0,
90,0,2019-01-01
91,0,
92,0,2019-11-27
93,1,
94,0,2019-01-01
95,1,2019-08-23
96,0,
97,0,
98,0,
99,0,
100,0,
101,0,2019-01-01
102,0,2019-01-01
103,0,2019-01-01
104,0,2019-01-01
105,0,
106,1,2019-03-06
107,0,2019-12-01
108,1,
109,0,2019-01-01
110,1,
111,1,
112,0,2019-08-01
113,0,
114,0,
115,0,
116,0,
117,0,2019-01-01
118,0,2018-12-01
119,0,2019-04-01
120,0,2020-01-01
121,0,2019-01-01
122,0,2019-01-01
123,0,2019-12-01
124,0,
125,0,
126,1,
127,0,2019-04-01
128,0,2019-04-01
129,0,
130,1,
131,0,2018-09-01
132,1,
133,0,2020-01-01
134,0,2019-09-26
135,1,2019-01-01
136,0,2019-07-01
137,1,2019-02-28
138,0,
139,0,2019-09-27
140,0,2019-02-01
141,0,2019-10-31
142,0,
143,0,
144,0,2020-01-01
145,1,
146,0,2020-01-01
147,1,2019-11-05
148,0,
149,1,
150,0,2020-01-01
151,0,2017-12-01
152,1,
153,1,
154,1,2020-01-01
155,1,
156,0,
157,0,
158,0,
159,0,2019-07-01
160,0,2019-04-01
161,0,2019-12-01
162,1,
163,0,2019-01-01
164,0,2019-09-01
165,0,
166,1,2019-01-01
167,1,
168,0,2019-05-04
169,1,2019-06-01
170,0,2019-09-01
171,0,
172,1,2019-07-11
173,0,2019-09-01
174,0,2020-01-01
175,0,2019-01-01
176,0,2019-01-01
177,0,2019-01-01
178,0,2020-01-01
179,0,
180,0,2019-03-01
181,0,
182,0,
183,0,2019-07-05
184,0,
185,0,
186,1,
187,0,2019-01-01
188,0,
189,0,
190,0,2019-01-01
191,1,
192,0,
193,0,2019-01-01
194,0,
195,0,2019-09-01
196,0,2019-04-11
197,1,
198,0,
199,0,
200,0,
201,0,2019-08-03
202,1,
203,0,
204,1,
205,0,
206,0,2019-05-01
207,0,
208,0,
209,0,
210,1,
211,0,2019-03-01
212,0,
213,1,2019-08-29
214,0,2019-05-16
215,0,
216,0,
217,0,2019-01-01
218,1,
219,1,
220,1,2019-01-01
221,1,2019-01-01
222,1,
223,1,2018-04-01
224,0,
225,1,
226,1,
227,0,
228,1,2019-11-01
229,1,
230,0,2019-12-13
231,1,
232,0,2019-06-14
233,0,2019-06-23
234,0,
235,0,
236,0,
237,0,
238,0,2018-01-01
239,1,2019-04-01
240,0,
241,0,
242,0,
243,1,
244,0,2019-02-01
245,0,
246,1,
247,0,
248,0,2019-09-01
249,0,2019-06-01
250,1,
251,0,2019-01-01
252,0,
253,0,
254,0,2019-01-01
255,0,
256,0,2019-03-01
257,0,2019-09-18
258,1,
259,0,
260,0,2020-01-05
261,1,
262,0,2019-01-01
263,0,2020-01-01
264,0,
265,0,2019-01-01
266,0,
267,1,
268,1,2020-01-01
269,1,2019-01-01
270,0,
271,0,
272,0,
273,0,
274,0,2019-01-01
275,0,2019-11-01
276,0,2019-01-01
277,0,2019-01-01
278,1,
279,0,2019-05-01
280,1,2019-05-01
281,0,
282,0,
283,0,
284,0,
285,0,
286,0,2019-01-01
287,0,
288,0,2019-01-01
289,0,2019-11-21
290,0,2019-01-01
291,0,2019-01-01
292,1,2019-01-01
293,1,
294,1,2019-01-01
295,0,
296,0,
297,0,
298,1,
299,1,
300,0,
301,1,2019-10-19
302,0,
303,0,2019-01-01
304,0,
305,0,
306,1,
307,1,
308,0,2019-01-01
309,1,2019-01-01
310,0,
311,0,2019-01-01
312,0,
313,1,2019-01-01
314,1,2019-11-27
315,0,
316,0,2019-01-01
317,0,2019-01-01
318,1,
319,1,
320,0,2019-01-01
321,1,
322,0,
323,1,
324,0,
325,1,
326,0,2019-01-01
327,0,2019-01-01
328,1,
329,0,2019-01-01
330,0,2019-01-01
331,1,
332,1,
333,1,2019-01-01
334,1,
335,0,
336,1,
337,0,
338,0,
339,0,
340,1,2019-08-01
341,0,
342,1,
343,1,
344,1,
345,0,
346,0,2020-01-01
347,0,2019-01-01
348,0,2019-01-01
349,0,
350,0,
351,1,2019-04-08
352,0,2019-01-01
353,1,
354,1,2019-01-01
355,1,2019-01-01
356,0,
357,0,2019-01-01
358,0,2019-01-01
359,0,2019-04-01
360,0,2019-09-29
361,1,2019-07-29
362,1,2019-04-16
363,0,2019-01-01
364,0,
365,0,
366,0,2019-12-01
367,0,
368,1,
369,0,2019-01-01
370,0,
371,0,2019-09-01
372,0,2018-11-01
373,1,2019-11-10
374,0,
375,1,2019-07-05
376,0,
377,0,2019-01-01
378,0,
379,1,
380,0,2019-05-01
381,1,2019-04-08
382,0,2019-08-01
383,0,
384,0,2019-01-01
385,1,
386,0,
387,0,2019-04-01
388,0,
389,0,
390,1,2019-10-15
391,1,
392,0,
393,0,
394,1,
395,1,
396,0,2019-01-01
397,0,
398,0,2019-01-01
399,0,
400,0,
401,0,
402,0,
403,0,
404,0,
405,0,2019-01-01
406,0,
407,0,2019-07-19
408,0,2019-01-01
409,0,
410,0,2019-04-01
411,1,2019-07-13
412,1,2019-01-01
413,0,2017-01-01
414,0,
415,0,
416,0,
417,0,
418,0,2019-01-01
419,0,2019-06-01
420,0,2019-06-01
421,1,
422,1,
423,0,
424,0,
425,1,
426,1,2019-06-28
427,1,2019-06-28
428,1,
429,0,2019-03-01
430,1,2019-07-01
431,1,
432,1,
433,0,
434,0,2017-01-01
435,1,2019-02-18
436,1,2020-01-01
437,0,
438,0,
439,0,2019-01-01
440,1,
