id,label,Field_36
0,1,DN
1,0,
2,0,DN
3,0,
4,1,
5,0,
6,0,DN
7,1,GD
8,0,SV
9,0,
10,1,
11,1,DN
12,1,DN
13,0,TN
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,DN
30,0,GD
31,0,DN
32,0,DN
33,1,
34,0,
35,0,DN
36,0,
37,0,
38,1,DN
39,1,
40,1,DN
41,0,
42,0,
43,1,DN
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,GD
50,1,DN
51,0,DN
52,0,DN
53,1,GD
54,1,
55,1,GD
56,0,GD
57,0,
58,1,GD
59,0,GD
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,DN
68,0,TA
69,0,DN
70,0,DN
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,DN
77,0,GD
78,0,GD
79,0,GD
80,1,DN
81,0,GD
82,1,DN
83,1,CH
84,0,CH
85,0,
86,0,
87,0,GD
88,1,GD
89,0,
90,0,DN
91,0,
92,0,GD
93,1,GD
94,0,DN
95,1,GD
96,0,
97,0,
98,0,GD
99,0,GD
100,0,GD
101,0,CH
102,0,CH
103,0,DN
104,0,DN
105,0,
106,1,GB
107,0,GD
108,1,
109,0,DN
110,1,
111,1,
112,0,GD
113,0,DN
114,0,
115,0,
116,0,DN
117,0,DN
118,0,DN
119,0,DN
120,0,DN
121,0,DN
122,0,DN
123,0,GD
124,0,
125,0,
126,1,
127,0,DN
128,0,DN
129,0,
130,1,GD
131,0,DN
132,1,
133,0,DN
134,0,GD
135,1,DN
136,0,DN
137,1,GB
138,0,
139,0,TN
140,0,DN
141,0,GD
142,0,
143,0,
144,0,GD
145,1,
146,0,HC
147,1,GB
148,0,
149,1,
150,0,CB
151,0,DN
152,1,
153,1,
154,1,DN
155,1,
156,0,DN
157,0,
158,0,
159,0,DN
160,0,DN
161,0,DN
162,1,
163,0,DN
164,0,DN
165,0,
166,1,DN
167,1,
168,0,GD
169,1,DN
170,0,DN
171,0,
172,1,GD
173,0,DN
174,0,GD
175,0,DN
176,0,DN
177,0,DN
178,0,DN
179,0,
180,0,DN
181,0,
182,0,
183,0,TN
184,0,
185,0,SV
186,1,
187,0,DN
188,0,
189,0,
