id,label,Field_8
0,1,2019-07-31
1,0,
2,0,2019-12-31
3,0,
4,1,
5,0,
6,0,2019-12-31
7,1,2020-01-03
8,0,2017-12-31
9,0,
10,1,
11,1,2019-03-31
12,1,2019-03-31
13,0,2019-11-20
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,2020-12-31
30,0,2016-03-24
31,0,2019-06-30
32,0,2019-07-31
33,1,
34,0,
35,0,2018-12-31
36,0,
37,0,
38,1,2018-07-31
39,1,
40,1,2019-12-31
41,0,
42,0,
43,1,2020-12-31
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,2020-04-06
50,1,2016-12-31
51,0,2019-12-31
52,0,2019-12-31
53,1,2019-11-24
54,1,
55,1,2020-12-06
56,0,2020-10-11
57,0,
58,1,2020-05-17
59,0,2018-12-04
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,2020-12-31
68,0,2019-02-28
69,0,2019-12-31
70,0,2019-12-31
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,2019-12-31
77,0,2019-10-13
78,0,2020-08-03
79,0,2020-08-03
80,1,2019-12-31
81,0,2018-06-30
82,1,2020-12-31
83,1,2019-12-31
84,0,2019-12-31
85,0,
86,0,
87,0,2020-03-05
88,1,2020-06-13
89,0,
90,0,2019-12-31
91,0,
92,0,2020-11-26
93,1,2014-07-31
94,0,2019-12-31
95,1,2020-02-22
96,0,
97,0,
98,0,2016-03-31
99,0,2016-03-31
100,0,2016-03-31
101,0,2019-12-31
102,0,2019-12-31
103,0,2019-12-31
104,0,2019-12-31
105,0,
106,1,2019-12-31
107,0,2020-11-30
108,1,
109,0,2019-12-31
110,1,
111,1,
112,0,2020-07-31
113,0,2011-12-31
114,0,
115,0,
116,0,2013-12-31
117,0,2019-12-31
118,0,2019-12-31
119,0,2019-08-31
120,0,2020-12-31
121,0,2019-12-31
122,0,2019-12-31
123,0,2020-11-30
124,0,
125,0,
126,1,
127,0,2019-12-31
128,0,2019-12-31
129,0,
130,1,2019-12-24
131,0,2018-09-30
132,1,
133,0,2020-12-31
134,0,2020-09-25
135,1,2019-04-30
136,0,2019-12-31
137,1,2020-02-27
138,0,
139,0,2019-12-26
140,0,2019-12-31
141,0,2020-10-30
142,0,
143,0,
144,0,2020-12-31
145,1,
146,0,2020-12-31
147,1,2020-11-04
148,0,
149,1,
150,0,2022-12-31
151,0,2018-01-31
152,1,
153,1,
154,1,2020-12-31
155,1,
156,0,2016-05-31
157,0,
158,0,
159,0,2019-12-31
160,0,2019-12-31
161,0,2019-12-31
162,1,
163,0,2019-12-31
164,0,2019-12-31
165,0,
166,1,2019-12-31
167,1,
168,0,2020-05-03
169,1,2019-07-31
170,0,2019-12-31
171,0,
172,1,2020-07-10
173,0,2019-11-30
174,0,2020-12-31
175,0,2019-12-31
176,0,2019-12-31
177,0,2019-12-31
178,0,2020-12-31
179,0,
180,0,2019-06-30
181,0,
182,0,
183,0,2019-11-04
184,0,
185,0,2018-12-31
186,1,
187,0,2019-12-31
188,0,
189,0,
190,0,2019-12-31
191,1,2018-05-10
192,0,
193,0,2019-12-31
194,0,
195,0,2019-12-31
196,0,2020-04-10
197,1,
198,0,
199,0,
200,0,
201,0,2020-08-02
202,1,
203,0,
204,1,
205,0,
206,0,2019-12-31
207,0,
208,0,2019-06-30
209,0,
210,1,
211,0,2019-06-30
212,0,2019-04-30
213,1,2020-08-28
214,0,2020-05-15
215,0,
216,0,2018-09-30
217,0,2019-12-31
218,1,2020-01-09
219,1,
220,1,2019-01-31
221,1,2019-12-31
222,1,
223,1,2018-06-30
224,0,
225,1,
226,1,
227,0,
228,1,2019-12-31
229,1,2017-12-31
230,0,2020-12-12
231,1,
232,0,2020-06-13
233,0,2020-06-22
234,0,
235,0,
236,0,
237,0,2018-12-31
238,0,2018-05-31
239,1,2019-06-30
240,0,
241,0,
242,0,2019-11-30
243,1,2019-11-30
244,0,2019-12-31
245,0,2012-06-30
246,1,
247,0,2011-12-31
248,0,2019-12-31
249,0,2019-09-30
250,1,2011-06-30
251,0,2019-12-31
252,0,
253,0,
254,0,2019-12-31
255,0,
256,0,2019-12-31
257,0,2020-09-17
258,1,2018-05-27
259,0,
260,0,2021-01-04
261,1,
262,0,2019-12-31
263,0,2020-12-31
264,0,
265,0,2019-12-31
266,0,
267,1,
268,1,2020-12-31
269,1,2019-12-31
270,0,
271,0,2019-09-06
272,0,
273,0,
274,0,2019-12-31
275,0,2020-10-31
276,0,2019-12-31
277,0,2019-12-31
278,1,2016-08-31
279,0,2019-08-31
280,1,2019-08-31
281,0,
282,0,2015-04-30
283,0,2015-04-30
284,0,
285,0,
286,0,2020-12-31
287,0,2019-09-30
288,0,2019-12-31
289,0,2020-11-20
290,0,2019-12-31
291,0,2019-12-31
292,1,2019-12-31
293,1,
294,1,2019-12-31
295,0,
296,0,
297,0,
298,1,2019-05-01
299,1,
300,0,
301,1,2020-10-18
302,0,
303,0,2019-12-31
304,0,2012-12-31
305,0,2016-12-31
306,1,
307,1,
308,0,2019-12-31
309,1,2019-03-31
310,0,
311,0,2019-12-31
312,0,
313,1,2020-12-31
314,1,2020-02-26
315,0,2017-12-31
316,0,2019-12-31
317,0,2019-12-31
318,1,
319,1,2010-05-31
320,0,2019-12-31
321,1,
322,0,
323,1,
324,0,
325,1,
326,0,2019-12-31
327,0,2019-12-31
328,1,
329,0,2019-01-31
330,0,2019-12-31
331,1,
332,1,
333,1,2019-12-31
334,1,
335,0,
336,1,
337,0,
338,0,
339,0,
340,1,2019-12-31
341,0,2016-01-29
342,1,
343,1,
344,1,
345,0,
346,0,2020-12-31
347,0,2019-12-31
348,0,2019-12-31
349,0,
350,0,
351,1,2020-04-07
352,0,2019-12-31
353,1,
354,1,2019-12-31
355,1,2019-12-31
356,0,
357,0,2019-12-31
358,0,2019-12-31
359,0,2019-12-31
360,0,2020-09-28
361,1,2020-07-28
362,1,2020-04-15
363,0,2019-12-31
364,0,
365,0,
366,0,2019-12-31
367,0,2010-12-31
368,1,
369,0,2019-12-31
370,0,
371,0,2019-10-31
372,0,2018-12-31
373,1,2020-11-09
374,0,
375,1,2020-07-04
376,0,
377,0,2020-12-31
378,0,
379,1,
380,0,2020-04-30
381,1,2019-11-30
382,0,2019-12-31
383,0,
384,0,2019-12-31
385,1,
386,0,2016-12-31
387,0,2019-12-31
388,0,
389,0,
390,1,2020-10-14
391,1,
392,0,
393,0,
394,1,
395,1,
396,0,2019-12-31
397,0,2017-12-31
398,0,2019-12-31
399,0,
400,0,
401,0,
402,0,
403,0,
404,0,
405,0,2019-12-31
406,0,
407,0,2019-12-31
408,0,2019-12-31
409,0,
410,0,2019-07-31
