id,label,Field_66
0,1,G
1,0,
2,0,E
3,0,
4,1,
5,0,
6,0,D
7,1,C
8,0,D
9,0,
10,1,
11,1,G
12,1,G
13,0,H
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,G
30,0,D
31,0,C
32,0,F
33,1,
34,0,
35,0,E
36,0,
37,0,
38,1,D
39,1,
40,1,E
41,0,
42,0,
43,1,G
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,C
50,1,F
51,0,D
52,0,D
53,1,D
54,1,
55,1,C
56,0,D
57,0,
58,1,D
59,0,F
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,D
68,0,D
69,0,D
70,0,E
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,F
77,0,D
78,0,E
79,0,E
80,1,E
81,0,F
82,1,C
83,1,D
84,0,D
85,0,
86,0,
87,0,E
88,1,E
89,0,
90,0,C
91,0,
92,0,D
93,1,D
94,0,F
95,1,E
96,0,
97,0,
98,0,D
99,0,D
100,0,D
101,0,E
102,0,C
103,0,
104,0,G
105,0,
106,1,B
107,0,D
108,1,
109,0,D
110,1,
111,1,
112,0,D
113,0,
114,0,
115,0,
116,0,
117,0,D
118,0,D
119,0,G
120,0,C
121,0,G
122,0,G
123,0,D
124,0,
125,0,
126,1,
127,0,F
128,0,F
129,0,
130,1,D
131,0,F
132,1,
133,0,G
134,0,D
135,1,G
136,0,C
137,1,C
138,0,
139,0,I
140,0,G
141,0,D
142,0,
143,0,
144,0,B
145,1,
146,0,C
147,1,D
148,0,
149,1,
150,0,B
151,0,G
152,1,
153,1,
154,1,G
155,1,
156,0,G
157,0,
158,0,
159,0,H
160,0,H
161,0,F
162,1,
163,0,D
164,0,G
165,0,
166,1,E
167,1,
168,0,C
169,1,H
170,0,H
171,0,
172,1,C
173,0,E
174,0,C
175,0,E
176,0,F
177,0,G
178,0,G
179,0,
180,0,H
181,0,
182,0,
183,0,H
184,0,
185,0,E
186,1,
187,0,G
188,0,
189,0,
190,0,F
191,1,C
192,0,
193,0,H
194,0,
195,0,D
196,0,B
197,1,
198,0,
199,0,
200,0,
201,0,C
202,1,
203,0,
204,1,
205,0,
206,0,D
207,0,
208,0,C
209,0,
210,1,
211,0,H
212,0,C
213,1,D
214,0,D
215,0,
216,0,C
217,0,C
218,1,C
219,1,
220,1,G
221,1,G
222,1,
223,1,D
224,0,
225,1,
226,1,
227,0,
228,1,E
229,1,D
230,0,D
231,1,
232,0,D
233,0,C
234,0,
235,0,
236,0,
237,0,D
238,0,B
239,1,G
240,0,
241,0,
242,0,C
243,1,C
244,0,B
245,0,B
246,1,
247,0,
248,0,C
249,0,G
250,1,D
251,0,D
252,0,
253,0,
254,0,B
255,0,
256,0,B
257,0,D
258,1,D
259,0,
260,0,D
261,1,
262,0,C
263,0,D
264,0,
265,0,C
266,0,
267,1,
268,1,D
269,1,D
270,0,
271,0,D
272,0,
273,0,
274,0,C
275,0,D
276,0,C
277,0,G
278,1,E
279,0,D
280,1,D
281,0,
282,0,D
283,0,D
284,0,
285,0,
286,0,C
287,0,E
288,0,F
289,0,E
290,0,B
