id,label,Field_2
0,1,2019-07-31T20:10:02Z
1,0,
2,0,2019-01-17T07:17:45Z
3,0,
4,1,
5,0,
6,0,2019-09-06T03:23:21Z
7,1,2019-12-04T09:08:34Z
8,0,2017-12-27T17:31:15Z
9,0,
10,1,
11,1,2019-03-31T20:12:58Z
12,1,2019-03-31T20:12:58Z
13,0,2019-03-04T07:17:39Z
14,0,
15,0,
16,0,
17,1,
18,0,
19,0,
20,0,
21,0,
22,1,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,2019-12-18T01:31:19Z
30,0,2017-02-17T10:51:36.333Z
31,0,2019-07-29T14:53:23.142Z
32,0,2019-07-31T20:12:34Z
33,1,
34,0,
35,0,2018-12-31T21:21:32Z
36,0,
37,0,
38,1,2018-07-26T12:29:14.291Z
39,1,
40,1,2019-06-17T08:08:23Z
41,0,
42,0,
43,1,2019-12-18T01:31:19Z
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,2019-03-19T02:42:37Z
50,1,2017-02-17T11:51:53.373Z
51,0,2019-02-28T03:06:39Z
52,0,2019-08-15T01:48:17Z
53,1,2019-11-24T19:10:04Z
54,1,
55,1,2019-11-13T02:55:15Z
56,0,2019-10-16T07:22:48Z
57,0,
58,1,2019-05-07T02:43:09Z
59,0,2018-12-04T20:10:05Z
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,2019-12-16T02:16:12Z
68,0,2019-03-01T08:51:51Z
69,0,2018-12-31T13:23:41Z
70,0,2019-08-22T08:45:48Z
71,1,
72,1,
73,0,
74,1,
75,1,
76,0,2019-06-11T04:59:26Z
77,0,2019-10-13T19:10:04Z
78,0,2019-07-17T01:15:40Z
79,0,2019-07-17T01:15:40Z
80,1,2019-04-02T03:43:57Z
81,0,2018-06-02T02:28:41Z
82,1,2019-12-20T10:28:10Z
83,1,2018-01-10T05:34:00Z
84,0,2018-01-10T05:34:00Z
85,0,
86,0,
87,0,2019-02-22T03:48:40Z
88,1,2019-06-24T07:08:53Z
89,0,
90,0,2018-12-27T02:18:53Z
91,0,
92,0,2019-11-06T07:17:35Z
93,1,2017-01-21T10:26:13.583Z
94,0,2019-07-30T08:57:10Z
95,1,2019-09-18T08:23:48Z
96,0,
97,0,
98,0,2017-01-21T10:26:13.583Z
99,0,2017-01-21T10:26:13.583Z
100,0,2017-01-21T10:26:13.583Z
101,0,2019-02-01T03:37:27Z
102,0,2018-12-11T07:05:59Z
103,0,2019-09-27T07:08:16Z
104,0,2018-12-28T02:56:14Z
105,0,
106,1,2019-03-08T08:39:01Z
107,0,2019-11-25T01:16:19Z
108,1,
109,0,2019-09-23T02:47:03Z
110,1,
111,1,
112,0,2019-08-13T03:53:31Z
113,0,2017-01-21T08:06:34.387Z
114,0,
115,0,
116,0,2017-03-17T12:23:21.407Z
117,0,2018-12-28T11:44:50Z
118,0,2019-11-07T08:43:14Z
119,0,2019-08-31T20:11:35Z
120,0,2019-12-25T01:39:53Z
121,0,2018-12-26T08:52:05Z
122,0,2018-12-25T02:17:01Z
123,0,2019-11-20T09:15:25Z
124,0,
125,0,
126,1,
127,0,2019-04-26T09:56:48Z
128,0,2019-04-26T09:56:48Z
129,0,
130,1,2019-11-06T01:21:26Z
131,0,2018-10-18T04:19:00.339Z
132,1,
133,0,2019-12-30T08:45:32Z
134,0,2019-10-03T09:38:24Z
135,1,2019-05-04T09:08:13.185Z
136,0,2019-12-06T09:50:01.253Z
137,1,2019-01-31T07:41:59Z
138,0,
139,0,2019-09-24T07:04:38Z
140,0,2019-02-01T03:01:58Z
141,0,2019-10-31T07:34:22Z
142,0,
143,0,
144,0,2019-12-23T09:23:03Z
145,1,
146,0,2019-12-31T02:44:47Z
147,1,2019-11-08T06:17:44Z
148,0,
149,1,
150,0,2019-12-25T11:32:23Z
151,0,2018-01-29T13:23:07.856Z
152,1,
153,1,
154,1,2019-12-18T09:00:54Z
155,1,
156,0,2017-01-19T10:46:35.757Z
157,0,
158,0,
159,0,2019-07-22T07:00:03Z
160,0,2019-04-24T01:03:51Z
161,0,2019-12-03T03:39:44Z
162,1,
163,0,2018-12-26T06:53:47Z
164,0,2019-09-12T04:40:23Z
165,0,
166,1,2019-06-20T03:39:10Z
167,1,
168,0,2019-05-02T08:34:12Z
169,1,2019-07-31T20:11:27Z
170,0,2019-09-26T08:12:43Z
171,0,
172,1,2019-06-18T01:00:22Z
173,0,2019-11-30T19:11:07Z
174,0,2019-12-12T01:44:16Z
175,0,2018-12-27T07:13:14Z
176,0,2018-12-26T02:37:19Z
177,0,2018-12-28T06:29:22Z
178,0,2019-12-18T08:47:00Z
179,0,
180,0,2019-06-30T20:11:42Z
181,0,
182,0,
183,0,2019-11-04T19:10:33Z
184,0,
185,0,2018-12-31T22:05:23Z
186,1,
187,0,2019-10-15T03:14:06.363Z
188,0,
189,0,
190,0,2019-01-09T10:36:37Z
191,1,2018-04-12T03:50:52Z
192,0,
193,0,2019-03-19T08:51:55Z
194,0,
195,0,2019-12-09T09:03:52Z
196,0,2019-03-18T13:22:29Z
197,1,
198,0,
199,0,
200,0,
201,0,2019-08-08T07:02:39Z
202,1,
203,0,
204,1,
205,0,
206,0,2019-05-31T04:01:16Z
207,0,
208,0,2019-07-05T10:13:41Z
209,0,
210,1,
211,0,2019-06-30T20:11:42Z
212,0,2019-04-30T20:12:31Z
213,1,2019-07-31T04:05:56Z
214,0,2019-05-30T02:46:00Z
215,0,
216,0,2018-09-29T18:20:27Z
217,0,2018-12-19T06:51:24Z
218,1,2019-12-05T13:26:25Z
219,1,
220,1,2019-01-31T20:12:35Z
221,1,2019-10-11T06:51:27Z
222,1,
223,1,2018-06-26T06:34:15.966Z
224,0,
225,1,
226,1,
227,0,
228,1,2019-11-28T07:52:51Z
229,1,2017-12-15T09:02:27Z
230,0,2019-12-18T08:56:41Z
231,1,
232,0,2019-06-07T02:39:49Z
233,0,2019-06-05T07:06:08Z
234,0,
235,0,
236,0,
237,0,2018-12-31T21:57:06Z
238,0,2018-05-11T07:24:22.68Z
239,1,2019-06-30T20:11:44Z
240,0,
241,0,
242,0,2019-11-06T04:09:57Z
243,1,2019-11-30T19:11:14Z
244,0,2019-01-23T07:15:41Z
245,0,2017-03-24T20:10:37.62Z
246,1,
247,0,2017-03-03T16:24:30.39Z
248,0,2019-09-09T10:10:01Z
249,0,2019-10-02T16:02:11.781Z
250,1,2017-03-03T15:43:40.733Z
251,0,2018-12-30T09:50:37Z
252,0,
253,0,
254,0,2019-11-07T04:54:57Z
255,0,
256,0,2019-11-12T08:25:18Z
257,0,2019-10-01T02:05:07Z
258,1,2018-04-05T03:55:18Z
259,0,
260,0,2019-12-30T05:11:34Z
261,1,
262,0,2019-04-18T01:48:33Z
263,0,2019-12-28T02:10:38Z
264,0,
265,0,2019-09-05T02:01:55Z
266,0,
267,1,
268,1,2019-12-17T04:11:59Z
269,1,2018-12-26T10:50:58Z
270,0,
271,0,2019-09-06T20:10:06Z
272,0,
273,0,
274,0,2018-12-29T07:48:06Z
275,0,2019-11-04T09:47:38Z
276,0,2018-12-28T05:44:43Z
277,0,2018-12-26T09:40:50Z
278,1,2017-01-21T10:26:13.583Z
279,0,2019-08-31T20:11:36Z
280,1,2019-08-31T20:11:36Z
281,0,
282,0,2017-01-21T13:24:57.45Z
283,0,2017-01-21T13:24:57.45Z
284,0,
285,0,
286,0,2018-12-31T15:24:23Z
287,0,2019-09-30T20:18:47Z
288,0,2018-12-27T07:12:10Z
289,0,2019-12-12T03:27:44Z
290,0,2018-12-23T08:35:54Z
291,0,2019-10-17T02:03:17Z
292,1,2019-03-07T01:21:59Z
293,1,
294,1,2018-12-27T11:07:51Z
295,0,
296,0,
297,0,
298,1,2019-05-02T02:30:25Z
299,1,
300,0,
301,1,2019-11-07T02:06:32Z
302,0,
303,0,2019-09-13T08:23:51Z
304,0,2017-02-10T22:56:57.463Z
305,0,2017-02-13T11:16:20.143Z
306,1,
307,1,
308,0,2018-12-28T03:37:38Z
309,1,2019-03-31T20:14:30Z
310,0,
311,0,2018-12-28T02:56:14Z
312,0,
313,1,2018-12-24T08:18:29Z
314,1,2019-12-12T09:03:06Z
315,0,2017-06-28T08:28:40.072Z
316,0,2018-12-21T09:03:50Z
317,0,2019-05-06T09:14:20Z
318,1,
319,1,2017-01-18T15:51:40.39Z
320,0,2019-01-02T08:35:03Z
321,1,
322,0,
323,1,
324,0,
325,1,
326,0,2019-10-08T07:27:47Z
327,0,2019-03-15T04:27:01Z
328,1,
329,0,2019-01-31T20:10:59Z
330,0,2018-12-27T03:59:10Z
331,1,
332,1,
333,1,2019-11-06T09:29:52Z
334,1,
335,0,
336,1,
337,0,
338,0,
339,0,
340,1,2019-08-29T09:36:32Z
341,0,2017-02-13T12:07:07.94Z
342,1,
343,1,
344,1,
345,0,
346,0,2019-12-31T09:59:55Z
347,0,2019-01-07T00:51:50Z
348,0,2018-12-30T11:24:07Z
349,0,
350,0,
351,1,2019-03-20T08:13:07Z
352,0,2018-12-31T03:56:44Z
353,1,
354,1,2018-12-27T08:41:47Z
355,1,2018-12-27T08:41:47Z
356,0,
357,0,2019-03-19T02:48:30Z
358,0,2019-01-07T02:35:48Z
359,0,2019-03-28T06:13:25Z
360,0,2019-09-12T08:07:22Z
361,1,2019-07-01T11:12:25Z
362,1,2019-04-25T01:14:10Z
363,0,2018-12-31T08:45:11Z
364,0,
365,0,
366,0,2019-12-04T07:42:43Z
367,0,2017-03-24T19:54:42.687Z
368,1,
369,0,2019-02-01T03:37:27Z
370,0,
371,0,2019-11-01T03:31:39.17Z
372,0,2018-12-31T22:16:49Z
373,1,2019-10-22T06:39:12Z
374,0,
375,1,2019-07-23T13:57:56Z
376,0,
377,0,2018-12-27T08:57:09Z
378,0,
379,1,
380,0,2019-04-10T01:53:19Z
381,1,2019-11-16T05:14:30.179Z
382,0,2019-08-27T09:03:30Z
383,0,
384,0,2019-01-02T08:07:00Z
385,1,
386,0,2017-03-24T12:57:56.98Z
387,0,2019-03-30T13:17:48Z
388,0,
389,0,
390,1,2019-10-26T02:21:47Z
391,1,
392,0,
393,0,
394,1,
395,1,
396,0,2018-12-28T11:22:13Z
397,0,2017-08-29T09:04:22.67Z
398,0,2018-12-11T03:06:10Z
399,0,
400,0,
401,0,
402,0,
403,0,
404,0,
405,0,2019-01-02T00:54:51Z
406,0,
407,0,2019-07-25T07:49:25Z
408,0,2018-12-29T02:08:31Z
409,0,
410,0,2019-08-07T01:40:54.696Z
411,1,2019-06-20T03:36:29Z
412,1,2018-12-30T08:01:56Z
413,0,2018-02-28T08:33:13.721Z
414,0,
415,0,
416,0,2017-01-21T10:29:18.057Z
417,0,
418,0,2018-12-31T12:46:07Z
419,0,2019-10-08T02:32:33.951Z
420,0,2019-10-08T02:32:33.951Z
421,1,
422,1,2017-03-24T12:57:56.98Z
423,0,2017-05-08T01:40:01Z
424,0,
425,1,
426,1,2019-06-03T07:10:20Z
427,1,2019-06-03T07:10:20Z
428,1,2017-10-26T10:44:40Z
429,0,2019-03-26T10:06:37Z
430,1,2019-09-30T20:16:53Z
431,1,
432,1,2017-03-24T20:10:37.62Z
433,0,2017-03-24T20:10:37.62Z
434,0,2018-01-15T10:55:50Z
435,1,2019-01-28T08:27:23Z
436,1,2019-12-31T11:03:23Z
437,0,
438,0,
439,0,2018-12-31T13:33:30Z
440,1,
441,1,
442,0,
443,0,
444,1,2019-01-25T09:58:53Z
445,1,
446,1,2018-02-02T07:38:07Z
447,1,2017-02-18T08:10:31.723Z
448,0,2019-07-22T09:15:32.904Z
449,1,2019-12-03T06:47:59Z
450,1,2019-11-20T07:15:29Z
451,0,2019-03-31T20:14:21Z
452,1,2019-11-14T19:10:30Z
453,1,2017-02-10T19:59:39.593Z
454,0,2018-12-21T01:34:45Z
455,1,2019-09-30T20:20:57Z
456,0,2017-01-21T10:26:13.583Z
457,0,2018-10-30T20:11:55Z
458,0,2019-10-11T03:26:00Z
459,1,2019-10-11T03:26:00Z
460,0,
461,0,2017-03-24T15:33:35.093Z
462,0,2018-12-31T13:36:01Z
463,0,2019-05-20T01:41:24Z
464,1,2017-01-21T10:26:13.583Z
465,0,2017-02-11T00:04:28.767Z
466,0,
467,0,2018-11-30T20:11:57Z
468,1,2019-10-31T19:10:03Z
469,0,
470,0,
471,0,2019-07-26T02:22:09Z
472,0,2019-12-10T10:01:13Z
473,0,2019-08-26T03:25:51Z
474,0,2019-11-08T03:08:37Z
475,0,
476,0,
477,1,
478,1,2019-01-03T08:25:25Z
479,0,
480,0,2019-12-31T02:44:47Z
481,0,2017-01-19T11:28:49.877Z
482,0,2017-02-17T10:51:36.333Z
483,0,2018-03-02T02:48:07Z
484,0,2018-03-02T02:48:07Z
485,1,2017-03-24T20:10:37.62Z
486,1,
487,0,2019-05-02T01:44:10.681Z
488,0,
489,0,2018-12-26T08:11:45Z
490,0,
491,1,2019-11-13T02:25:21Z
492,0,2019-08-19T04:12:58Z
493,0,
494,0,2019-02-28T20:12:34Z
495,0,2018-03-02T02:48:07Z
496,0,
497,0,2019-01-03T09:54:09Z
498,1,
499,1,2019-09-12T03:31:40Z
500,0,2018-12-26T02:37:19Z
501,0,2018-12-26T02:50:45Z
502,1,2018-12-26T02:50:45Z
503,0,2018-12-26T03:04:21Z
504,0,
505,1,
506,1,2019-10-09T02:33:51.779Z
507,0,2019-07-26T02:23:55Z
508,1,2019-01-25T03:23:16Z
509,0,
510,0,2017-11-02T08:38:49.851Z
511,1,2018-06-18T10:08:55Z
512,0,2018-12-25T01:16:22Z
513,1,
514,1,
515,0,
516,0,2019-09-30T20:18:08Z
517,0,2019-09-30T20:18:08Z
518,1,
519,1,2017-03-17T14:10:42.647Z
520,1,2017-03-17T14:10:42.647Z
521,0,2019-09-03T20:10:04Z
522,1,2019-10-18T09:19:23Z
523,1,2019-06-06T08:56:20Z
524,1,2019-06-06T08:56:20Z
525,1,
526,1,2019-07-02T01:19:03Z
527,1,
528,1,
529,0,2018-12-27T10:40:47Z
530,0,
531,1,2019-08-28T20:10:04Z
532,0,2019-11-13T01:04:10Z
533,0,
534,1,2017-02-17T10:16:36.8Z
535,1,2019-01-03T07:21:31Z
536,1,
537,1,
538,0,2018-12-24T14:51:19Z
539,0,
540,0,2019-01-02T00:53:22Z
541,0,2017-11-02T08:38:49.851Z
542,1,2019-08-02T06:56:33Z
543,0,
544,0,2019-10-09T01:09:51Z
545,0,2019-12-18T07:35:07Z
546,0,2017-01-19T11:24:12.68Z
547,0,2017-03-17T12:37:30.11Z
548,0,2019-06-26T09:45:43Z
549,0,2019-07-11T07:15:40Z
550,0,2019-01-04T03:07:28Z
551,0,2017-02-17T10:16:36.8Z
552,1,2019-11-29T15:48:45Z
553,0,2019-10-08T03:29:14Z
554,0,2018-12-28T06:29:22Z
555,0,
556,0,2019-12-18T01:31:19Z
557,0,2017-05-15T07:40:00Z
558,1,2019-04-12T10:52:21Z
559,1,
560,1,2019-08-30T07:09:47Z
561,0,
562,1,2019-07-03T00:51:31Z
563,0,2019-07-31T20:11:32Z
564,1,
565,0,2019-09-06T07:13:43Z
566,0,2018-12-26T07:01:48Z
567,0,2019-10-22T03:24:45.874Z
568,0,
569,0,2019-04-26T03:55:43.45Z
570,1,2018-12-27T02:39:34Z
571,0,
572,1,2019-10-31T19:11:43Z
573,0,2017-03-24T12:57:56.98Z
574,0,2019-10-31T19:12:11Z
575,0,
576,1,
577,0,2017-08-07T08:28:56.575Z
578,0,2017-11-02T01:36:04.42Z
579,0,2017-02-17T10:50:54.237Z
580,0,2019-05-08T03:00:52Z
581,0,2019-05-08T03:00:52Z
582,1,2019-08-27T02:27:38Z
583,0,2019-03-31T20:14:49Z
584,0,2019-07-09T03:40:57Z
585,0,
586,1,
587,0,2018-12-28T04:09:53Z
588,0,2017-01-18T19:20:46.95Z
589,0,2019-11-06T08:35:36Z
590,0,2019-05-31T20:13:54Z
591,1,2019-05-27T07:32:30Z
592,1,2017-02-17T11:20:29.4Z
593,1,2019-01-02T03:05:36Z
594,0,2019-10-08T03:18:34Z
595,0,2019-08-20T03:58:51Z
596,0,2017-01-19T10:46:35.757Z
597,0,
598,0,2019-10-14T06:32:15Z
599,0,2019-10-15T03:12:34Z
600,1,2019-04-04T03:01:29Z
601,1,
602,0,2018-12-27T02:39:34Z
603,0,2019-11-06T08:21:11Z
604,1,2019-07-26T02:23:55Z
605,0,2017-01-19T10:46:35.757Z
606,0,
607,1,2019-05-20T07:04:41Z
608,0,2019-05-13T08:08:21Z
609,1,2019-11-26T04:02:13Z
610,0,2019-02-12T07:52:28.295Z
611,0,2017-01-19T15:35:41.963Z
612,1,2019-10-23T00:52:44Z
613,0,2019-06-14T02:05:11Z
614,0,
615,1,2019-09-03T02:35:10Z
616,1,2018-12-28T11:05:33Z
617,0,2019-11-07T08:48:38Z
618,1,2018-06-29T07:53:50.923Z
619,0,2018-06-29T00:42:54.718Z
620,1,2017-01-18T20:59:22.627Z
621,1,2019-07-04T07:33:04.809Z
622,0,2017-03-24T12:57:56.98Z
623,1,2019-05-31T03:31:37Z
624,0,2018-12-27T02:39:34Z
625,1,2018-12-25T10:20:12Z
626,0,2019-05-31T20:14:46Z
627,0,
628,0,2018-01-11T11:33:39Z
629,0,2019-07-09T07:35:34Z
630,1,2018-03-22T11:19:37.238Z
631,0,2018-12-28T07:42:17Z
632,0,2019-01-04T09:07:53Z
633,0,
634,0,2017-02-17T11:21:00.677Z
635,0,2019-08-01T03:35:44.004Z
636,0,2019-08-03T03:06:30Z
637,0,
638,1,2018-12-28T03:07:32Z
639,1,2019-03-11T09:28:21Z
640,0,2019-01-04T01:09:32Z
641,1,
642,1,2019-09-30T09:01:53Z
643,0,2019-12-31T03:44:42Z
644,1,2017-02-17T10:50:54.237Z
645,0,2019-09-25T02:24:10Z
646,1,2018-12-27T03:04:57Z
647,0,2017-01-19T11:24:12.68Z
648,1,2019-03-29T06:56:09Z
649,1,2019-08-26T20:10:31Z
650,0,2019-02-21T07:37:03Z
651,1,
652,1,
653,0,2019-01-08T00:54:06Z
654,0,2019-01-02T06:48:46Z
655,0,2017-03-24T20:10:37.62Z
656,0,2019-02-24T20:10:11Z
657,1,2019-02-24T20:10:11Z
658,0,2019-12-23T03:54:52Z
659,0,2018-01-15T02:42:03Z
660,0,
661,0,2019-10-09T09:36:22Z
662,1,2019-09-30T20:18:13Z
663,0,
664,0,2019-11-10T15:21:00.132Z
665,1,
666,0,2018-12-18T03:00:01Z
667,0,2019-06-01T20:10:53Z
668,0,2018-12-22T10:28:45Z
669,1,2019-11-01T08:21:22Z
670,0,
671,0,2019-05-30T02:27:29Z
672,0,
673,0,2018-12-28T03:48:06Z
674,0,2018-12-28T03:48:06Z
675,1,2017-03-24T20:10:37.62Z
676,1,2019-09-30T20:18:05Z
677,0,2019-01-02T01:01:07Z
678,0,2019-01-02T01:01:07Z
679,0,
680,0,
681,0,2017-02-17T11:16:39.387Z
682,1,2019-11-30T19:11:06Z
683,0,2019-04-12T07:14:56Z
684,1,
685,1,
686,0,2019-01-31T20:12:31Z
687,0,
688,0,2019-01-10T08:31:53Z
689,0,2019-01-04T02:56:43Z
690,0,2018-12-27T20:48:28Z
691,1,2018-12-27T20:48:28Z
692,0,2019-08-08T00:57:48Z
693,0,2019-01-15T08:07:00Z
694,0,
695,0,
696,1,
697,1,2019-01-10T09:07:37Z
698,1,2019-10-31T19:11:44Z
699,0,2018-04-16T04:30:50.031Z
700,0,2019-01-10T01:03:05Z
701,0,2019-01-10T01:03:05Z
702,0,
703,0,
704,0,2019-10-09T01:38:31Z
705,0,2019-10-09T01:38:31Z
706,0,
707,1,2019-05-04T20:10:10Z
708,0,
709,0,2019-08-19T07:16:34.245Z
710,0,
711,1,
712,1,2019-08-30T06:52:46Z
713,0,2018-12-28T03:48:06Z
714,0,2018-12-28T03:48:06Z
715,0,2019-10-01T01:13:33Z
716,0,2019-05-22T09:20:12Z
717,1,2019-05-22T09:20:12Z
718,1,
719,1,2019-08-16T06:50:45Z
720,0,2019-06-19T03:54:47Z
721,1,
722,1,2019-02-26T10:03:26Z
723,0,2019-08-19T20:10:24Z
724,0,2019-11-04T07:47:25Z
725,1,2019-11-21T01:31:00Z
726,1,2019-10-31T19:11:12Z
727,0,2019-01-16T09:33:02Z
728,1,
729,0,2019-05-23T08:54:42Z
730,0,
731,0,
732,0,
733,0,
734,0,
735,0,2017-01-19T10:46:35.757Z
736,0,2019-08-26T02:19:05Z
737,0,2019-10-18T08:45:17Z
738,0,2019-08-14T02:30:28Z
739,0,
740,1,2019-11-03T19:10:00Z
741,0,2019-12-19T07:01:25Z
742,1,2018-05-30T12:02:49.483Z
743,1,2019-05-16T06:32:17Z
744,0,2019-09-06T02:34:47Z
745,1,2019-10-03T01:14:52Z
746,0,
747,1,
748,0,2019-08-03T20:10:04Z
749,0,2019-08-02T06:56:33Z
750,0,
751,1,2019-08-02T06:56:33Z
752,1,2017-09-23T08:16:24.772Z
753,0,
754,1,2017-05-11T07:27:35.907Z
755,0,2019-07-26T03:14:40Z
756,0,2019-01-29T08:24:58Z
757,0,2018-12-31T06:28:57Z
758,1,2019-10-31T19:12:22Z
759,0,
760,0,2019-10-04T19:15:46Z
761,0,
762,0,
763,0,2018-05-02T10:22:20Z
764,0,2018-05-02T10:22:20Z
765,0,2017-03-24T14:13:53.07Z
766,1,2017-09-23T08:16:24.772Z
767,0,2019-06-02T00:42:43.927Z
768,0,
769,0,
770,0,
771,1,
772,1,2019-03-01T13:39:41.228Z
773,0,2019-09-25T02:21:37Z
774,0,
775,0,
776,0,
777,1,
778,0,2019-06-29T20:10:06Z
779,0,2018-12-26T07:47:53Z
780,0,2019-07-13T20:12:03Z
781,0,
782,0,2019-09-16T02:24:19Z
783,0,2019-04-30T20:14:16Z
784,0,
785,0,
786,1,
787,1,
788,0,2019-08-31T20:11:32Z
789,0,2019-11-06T01:22:05.284Z
790,0,2019-01-31T04:09:08Z
791,1,2019-08-26T02:22:08Z
792,0,2018-12-26T02:03:26Z
793,1,
794,0,2019-05-31T20:12:47Z
795,0,2019-12-10T01:45:46Z
796,0,
797,0,2019-12-12T03:29:00Z
798,1,2019-04-18T04:06:49Z
799,0,2019-11-04T10:16:13Z
800,0,2019-07-08T11:58:22Z
801,0,
802,1,2019-07-17T02:55:24Z
803,0,
804,1,2019-01-14T09:03:16Z
805,0,2017-02-17T10:51:36.333Z
806,0,2017-02-17T10:51:36.333Z
807,0,2017-02-17T10:51:36.333Z
808,0,2019-10-30T04:11:28Z
809,0,2019-09-06T08:08:20Z
810,1,2019-12-12T03:29:00Z
811,0,2019-01-29T08:25:30Z
812,0,2019-03-27T02:26:39Z
813,1,
814,0,2019-04-08T01:14:53Z
815,0,
816,1,
817,0,2019-01-17T06:41:50Z
818,0,2019-02-28T01:13:02Z
819,0,
820,0,
821,0,2018-12-18T08:36:17Z
822,0,2019-02-26T08:09:55Z
823,0,2019-02-26T08:09:55Z
824,0,
825,0,
826,0,
827,1,2019-10-04T07:41:16Z
828,1,
829,0,
830,0,
831,1,
832,1,
833,0,
834,1,
835,1,
836,0,2019-10-31T19:11:49Z
837,1,2019-08-26T02:39:27Z
838,0,2019-04-26T03:11:18Z
839,0,2018-12-20T04:48:26Z
840,0,2018-12-20T04:48:26Z
841,0,2019-09-30T20:18:05Z
842,0,2018-06-29T03:13:45.985Z
843,1,
844,1,2019-08-21T03:00:17Z
845,0,
846,1,
847,1,2019-01-10T09:07:37Z
848,0,2018-12-28T06:29:22Z
849,0,
850,1,
851,0,2019-08-22T08:07:04Z
852,0,2019-05-29T22:53:35Z
853,1,2019-04-01T08:26:15Z
854,0,2019-11-09T02:30:22Z
855,0,2019-10-22T02:18:44Z
856,1,2019-10-22T02:18:44Z
857,0,
858,0,2019-10-10T07:58:20Z
859,1,
860,1,2019-06-17T08:21:34Z
861,0,2019-03-21T08:02:49Z
862,0,2019-03-21T08:02:49Z
863,1,2019-01-10T09:07:37Z
864,1,
865,1,
866,0,2019-07-22T02:13:42Z
867,0,2019-04-11T02:41:08Z
868,1,
869,0,2018-12-27T08:36:51Z
870,1,2019-04-10T07:33:22Z
871,0,
872,0,2019-06-04T09:11:10Z
873,1,2019-06-15T04:02:07Z
874,0,2019-05-28T08:20:31Z
875,1,
876,1,2017-02-17T11:16:39.387Z
877,1,2019-11-30T19:11:06Z
878,1,2019-11-30T19:11:06Z
879,0,2019-06-26T08:58:55Z
880,0,2019-04-30T20:14:24Z
881,0,
882,0,2018-07-18T08:32:04.311Z
883,0,2019-03-31T20:12:59Z
884,0,2018-12-28T09:08:39Z
885,0,
886,0,
887,0,2019-05-28T08:20:31Z
888,0,2019-05-29T08:16:42Z
889,0,2019-10-30T03:44:05Z
890,0,2019-09-17T08:31:45Z
891,0,
892,0,2019-05-17T01:14:33Z
893,0,
894,0,2018-02-28T08:39:59.501Z
